tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_to_MonthlyCharges_ratio,customerID
65,Yes,Month-to-month,Bank transfer (automatic),91.85,5940.85,Yes,64.67991290146979,1951
14,Yes,Month-to-month,Credit card (automatic),50.2,668.85,No,13.323705179282868,1952
20,Yes,Month-to-month,Bank transfer (automatic),95.5,1916.2,No,20.064921465968588,1953
1,Yes,Month-to-month,Electronic check,75.35,75.35,Yes,1.0,1954
1,Yes,Month-to-month,Electronic check,75.45,75.45,Yes,1.0,1955
49,Yes,Month-to-month,Bank transfer (automatic),95.4,4613.95,No,48.364255765199154,1956
72,Yes,Two year,Bank transfer (automatic),101.3,7261.25,No,71.68065153010859,1957
46,Yes,Month-to-month,Electronic check,53.1,2459.8,No,46.323917137476464,1958
24,Yes,Month-to-month,Bank transfer (automatic),84.85,2048.8,No,24.146140247495584,1959
5,No,Month-to-month,Electronic check,34.25,163.55,No,4.775182481751825,1960
33,Yes,Month-to-month,Credit card (automatic),88.6,2888.7,No,32.603837471783294,1961
42,Yes,One year,Bank transfer (automatic),60.15,2421.6,No,40.25935162094763,1962
23,Yes,One year,Credit card (automatic),99.95,2292.75,No,22.93896948474237,1963
8,Yes,Month-to-month,Bank transfer (automatic),70.7,553.4,No,7.827439886845827,1964
66,Yes,One year,Mailed check,54.8,3465.7,No,63.24270072992701,1965
24,Yes,Month-to-month,Bank transfer (automatic),49.55,1210.4,Yes,24.427850655903132,1966
24,Yes,Month-to-month,Credit card (automatic),54.8,1291.3,No,23.563868613138688,1967
69,Yes,One year,Credit card (automatic),78.6,5356.45,Yes,68.14821882951654,1968
53,Yes,One year,Mailed check,100.3,5200.8,No,51.85244267198405,1969
60,No,Two year,Electronic check,53.6,3237.05,No,60.39272388059702,1970
7,Yes,Month-to-month,Electronic check,81.1,576.65,Yes,7.11035758323058,1971
20,Yes,One year,Credit card (automatic),19.35,433.75,No,22.416020671834623,1972
23,Yes,Month-to-month,Electronic check,85.6,1868.4,No,21.82710280373832,1973
72,Yes,Two year,Electronic check,80.8,5728.55,No,70.89789603960396,1974
11,Yes,Month-to-month,Electronic check,74.95,825.7,Yes,11.016677785190128,1975
21,Yes,Two year,Mailed check,19.6,390.4,No,19.918367346938773,1976
1,Yes,Month-to-month,Electronic check,93.55,93.55,Yes,1.0,1977
31,Yes,Month-to-month,Electronic check,90.7,2845.15,No,31.36879823594267,1978
57,Yes,Two year,Mailed check,69.75,3894.4,No,55.8336917562724,1979
45,Yes,Two year,Bank transfer (automatic),20.0,886.4,No,44.32,1980
10,Yes,Month-to-month,Electronic check,95.25,1021.55,No,10.724934383202099,1981
58,Yes,Month-to-month,Credit card (automatic),102.1,5885.4,Yes,57.643486777668954,1982
14,Yes,Month-to-month,Mailed check,19.95,268.4,No,13.453634085213032,1983
27,Yes,One year,Mailed check,80.85,2204.35,No,27.264687693259123,1984
14,Yes,Month-to-month,Bank transfer (automatic),90.9,1259.0,Yes,13.85038503850385,1985
12,No,Month-to-month,Mailed check,29.2,309.1,Yes,10.585616438356166,1986
69,Yes,Two year,Bank transfer (automatic),93.3,6398.05,No,68.57502679528403,1987
25,Yes,Month-to-month,Bank transfer (automatic),89.15,2257.75,Yes,25.32529444756029,1988
58,Yes,One year,Electronic check,108.85,6287.25,Yes,57.76067983463482,1989
35,No,Two year,Credit card (automatic),46.35,1662.05,No,35.85868392664509,1990
16,Yes,Month-to-month,Electronic check,84.75,1350.15,Yes,15.930973451327434,1991
45,Yes,One year,Credit card (automatic),78.75,3600.65,No,45.72253968253968,1992
17,Yes,Month-to-month,Electronic check,83.55,1329.15,No,15.908438061041295,1993
1,Yes,Month-to-month,Electronic check,45.7,45.7,Yes,1.0,1994
22,Yes,One year,Mailed check,19.6,422.5,No,21.55612244897959,1995
1,Yes,Month-to-month,Electronic check,69.95,69.95,Yes,1.0,1996
67,Yes,Two year,Mailed check,67.85,4627.65,No,68.20412675018423,1997
67,Yes,Two year,Bank transfer (automatic),105.65,6717.9,No,63.58637008991954,1998
2,No,Month-to-month,Electronic check,44.6,97.1,Yes,2.1771300448430493,1999
23,Yes,Month-to-month,Electronic check,74.95,1710.45,Yes,22.821214142761843,2000
9,Yes,Month-to-month,Credit card (automatic),75.5,637.4,No,8.442384105960265,2001
5,Yes,Month-to-month,Mailed check,20.15,117.95,No,5.853598014888338,2002
54,No,Two year,Credit card (automatic),45.2,2460.55,No,54.43694690265487,2003
57,Yes,Two year,Electronic check,95.25,5464.65,Yes,57.37165354330708,2004
24,Yes,Month-to-month,Mailed check,89.85,2165.05,Yes,24.09627156371731,2005
49,Yes,One year,Mailed check,100.45,4941.8,Yes,49.19661523145844,2006
5,Yes,Month-to-month,Electronic check,47.15,223.15,Yes,4.732767762460234,2007
2,Yes,Month-to-month,Electronic check,80.2,181.1,Yes,2.2581047381546133,2008
4,Yes,Month-to-month,Mailed check,87.1,341.45,Yes,3.920206659012629,2009
70,Yes,Two year,Bank transfer (automatic),79.25,5731.85,No,72.3261829652997,2010
5,Yes,Month-to-month,Bank transfer (automatic),75.9,357.75,Yes,4.713438735177865,2011
53,Yes,Month-to-month,Electronic check,85.7,4616.1,No,53.8634772462077,2012
47,Yes,Month-to-month,Electronic check,98.75,4533.7,Yes,45.910886075949364,2013
31,Yes,One year,Credit card (automatic),20.1,589.25,No,29.315920398009947,2014
13,Yes,Month-to-month,Bank transfer (automatic),61.8,750.1,No,12.137540453074434,2015
28,Yes,Month-to-month,Mailed check,49.9,1410.25,No,28.261523046092186,2016
10,Yes,Month-to-month,Electronic check,86.45,830.85,Yes,9.610757663389242,2017
38,Yes,Two year,Bank transfer (automatic),20.4,743.5,No,36.44607843137255,2018
1,Yes,Month-to-month,Mailed check,45.3,45.3,Yes,1.0,2019
67,Yes,One year,Electronic check,104.1,7040.85,Yes,67.63544668587897,2020
52,Yes,One year,Mailed check,75.4,3865.45,No,51.26591511936339,2021
62,Yes,Two year,Mailed check,108.15,6825.65,No,63.112806287563565,2022
16,Yes,Month-to-month,Electronic check,86.25,1340.1,No,15.537391304347825,2023
5,Yes,Month-to-month,Electronic check,81.0,371.65,Yes,4.588271604938272,2024
12,Yes,One year,Electronic check,95.7,1184.0,No,12.371995820271682,2025
72,Yes,Two year,Bank transfer (automatic),116.85,8477.7,No,72.55198973042363,2026
71,Yes,One year,Bank transfer (automatic),105.75,7382.85,No,69.81418439716312,2027
24,Yes,One year,Mailed check,20.15,456.85,No,22.672456575682386,2028
15,Yes,Two year,Mailed check,19.6,331.6,No,16.918367346938776,2029
67,Yes,One year,Credit card (automatic),90.6,6056.15,Yes,66.84492273730685,2030
2,Yes,Month-to-month,Bank transfer (automatic),60.95,134.6,No,2.2083675143560293,2031
5,No,Month-to-month,Mailed check,25.05,125.5,No,5.009980039920159,2032
15,Yes,Month-to-month,Electronic check,88.15,1390.6,Yes,15.77538287010777,2033
1,Yes,Month-to-month,Mailed check,20.2,20.2,Yes,1.0,2034
41,Yes,One year,Bank transfer (automatic),60.3,2511.3,No,41.64676616915423,2035
43,Yes,Month-to-month,Electronic check,63.95,2737.05,No,42.79984362783425,2036
1,Yes,Month-to-month,Electronic check,74.3,74.3,No,1.0,2037
1,Yes,Month-to-month,Mailed check,70.6,70.6,No,1.0,2038
26,Yes,Month-to-month,Electronic check,90.8,2361.8,Yes,26.011013215859034,2039
22,Yes,Month-to-month,Electronic check,79.35,1730.35,Yes,21.80655324511657,2040
71,Yes,Two year,Bank transfer (automatic),90.55,6404.0,No,70.72335726118168,2041
7,Yes,Two year,Mailed check,19.45,165.35,No,8.501285347043702,2042
28,Yes,Month-to-month,Bank transfer (automatic),64.45,1867.6,No,28.977501939487972,2043
16,Yes,Month-to-month,Electronic check,69.65,1043.3,No,14.9791816223977,2044
7,Yes,One year,Mailed check,19.5,128.6,No,6.5948717948717945,2045
69,Yes,Two year,Bank transfer (automatic),110.5,7455.45,No,67.47013574660633,2046
1,No,Month-to-month,Mailed check,24.7,24.7,No,1.0,2047
3,Yes,Month-to-month,Electronic check,77.4,206.15,No,2.6634366925064596,2048
21,Yes,Month-to-month,Bank transfer (automatic),96.8,2030.3,Yes,20.97417355371901,2049
69,Yes,Month-to-month,Bank transfer (automatic),85.4,5869.4,No,68.72833723653395,2050
71,No,Two year,Bank transfer (automatic),47.6,3377.8,No,70.96218487394958,2051
69,Yes,Two year,Mailed check,19.4,1346.2,No,69.3917525773196,2052
48,Yes,Month-to-month,Electronic check,103.85,4946.05,No,47.626865671641795,2053
47,Yes,Month-to-month,Bank transfer (automatic),83.35,4065.0,Yes,48.770245950809844,2054
2,Yes,Month-to-month,Electronic check,49.4,106.55,Yes,2.1568825910931175,2055
45,Yes,Month-to-month,Credit card (automatic),108.45,4964.7,No,45.77869986168741,2056
51,Yes,Month-to-month,Bank transfer (automatic),81.0,4085.75,No,50.44135802469136,2057
22,Yes,Month-to-month,Electronic check,79.2,1742.75,Yes,22.00441919191919,2058
72,Yes,Two year,Bank transfer (automatic),86.65,6224.8,No,71.83843046739757,2059
37,Yes,Month-to-month,Electronic check,92.95,3415.25,No,36.74287251210328,2060
71,Yes,Two year,Electronic check,90.35,6325.25,No,70.00830105146652,2061
7,Yes,Month-to-month,Electronic check,48.7,340.25,Yes,6.986652977412731,2062
66,Yes,Two year,Credit card (automatic),25.15,1683.6,No,66.94234592445328,2063
51,Yes,One year,Bank transfer (automatic),76.4,3966.3,No,51.91492146596858,2064
30,Yes,One year,Bank transfer (automatic),19.55,608.5,No,31.125319693094628,2065
34,Yes,Month-to-month,Electronic check,85.35,2896.6,No,33.93790275336848,2066
64,Yes,Two year,Mailed check,24.8,1514.85,No,61.08266129032258,2067
65,Yes,One year,Bank transfer (automatic),103.15,6792.45,No,65.85021812893844,2068
47,Yes,Month-to-month,Mailed check,100.75,4669.2,No,46.34441687344913,2069
1,Yes,Month-to-month,Electronic check,95.6,95.6,Yes,1.0,2070
49,Yes,Month-to-month,Credit card (automatic),59.75,2934.3,Yes,49.109623430962344,2071
67,Yes,Two year,Credit card (automatic),94.1,6302.8,No,66.97980871413391,2072
39,Yes,One year,Bank transfer (automatic),19.35,779.2,No,40.2687338501292,2073
14,Yes,Month-to-month,Mailed check,19.9,283.75,No,14.258793969849247,2074
43,Yes,Month-to-month,Credit card (automatic),108.15,4600.7,Yes,42.539990753582984,2075
56,Yes,Month-to-month,Electronic check,101.05,5594.0,No,55.358733300346366,2076
14,Yes,One year,Credit card (automatic),59.1,772.85,No,13.076988155668358,2077
1,Yes,Month-to-month,Electronic check,71.35,71.35,Yes,1.0,2078
16,Yes,One year,Mailed check,55.85,857.8,No,15.358997314234555,2079
70,Yes,Month-to-month,Electronic check,106.05,7554.05,No,71.23102310231023,2080
72,Yes,Two year,Credit card (automatic),84.1,5981.65,No,71.12544589774079,2081
23,Yes,Month-to-month,Credit card (automatic),75.3,1702.9,No,22.61487383798141,2082
21,Yes,Month-to-month,Mailed check,24.7,467.15,No,18.912955465587043,2083
1,Yes,Month-to-month,Mailed check,20.15,20.15,Yes,1.0,2084
1,Yes,Month-to-month,Bank transfer (automatic),69.75,69.75,Yes,1.0,2085
32,Yes,Month-to-month,Electronic check,93.2,2931.0,Yes,31.448497854077253,2086
17,Yes,Month-to-month,Electronic check,80.85,1400.85,Yes,17.3265306122449,2087
4,No,Month-to-month,Electronic check,33.65,137.85,Yes,4.096582466567607,2088
36,Yes,One year,Electronic check,55.8,1941.5,No,34.79390681003584,2089
50,No,Two year,Credit card (automatic),39.7,1932.75,No,48.68387909319899,2090
48,No,Month-to-month,Credit card (automatic),29.5,1423.05,No,48.23898305084746,2091
50,Yes,Two year,Credit card (automatic),20.15,970.85,No,48.18114143920596,2092
72,Yes,Two year,Credit card (automatic),79.55,5810.9,No,73.04714016341923,2093
10,Yes,Month-to-month,Credit card (automatic),24.8,223.9,No,9.028225806451612,2094
18,Yes,Month-to-month,Mailed check,19.65,391.7,No,19.93384223918575,2095
1,Yes,Month-to-month,Electronic check,79.95,79.95,Yes,1.0,2096
1,Yes,Month-to-month,Electronic check,19.3,19.3,Yes,1.0,2097
9,Yes,Month-to-month,Electronic check,94.05,811.65,No,8.629984051036683,2098
2,Yes,Month-to-month,Mailed check,90.75,174.75,No,1.9256198347107438,2099
40,Yes,Month-to-month,Credit card (automatic),78.85,3126.85,No,39.65567533291059,2100
69,Yes,One year,Bank transfer (automatic),99.5,6841.45,No,68.75829145728643,2101
37,Yes,One year,Electronic check,99.2,3754.6,Yes,37.84879032258064,2102
18,Yes,Month-to-month,Credit card (automatic),80.55,1406.65,No,17.463066418373682,2103
11,Yes,Month-to-month,Electronic check,70.2,834.7,No,11.890313390313391,2104
8,Yes,Month-to-month,Credit card (automatic),85.2,627.4,Yes,7.363849765258215,2105
3,Yes,Month-to-month,Electronic check,75.25,242.0,Yes,3.215946843853821,2106
55,Yes,One year,Credit card (automatic),59.45,3157.0,No,53.103448275862064,2107
33,Yes,Month-to-month,Electronic check,93.35,3092.0,No,33.122656668452066,2108
46,Yes,Month-to-month,Bank transfer (automatic),44.95,2168.9,No,48.25139043381535,2109
34,Yes,Two year,Bank transfer (automatic),26.1,980.35,No,37.56130268199234,2110
3,Yes,Month-to-month,Electronic check,20.2,65.95,No,3.2648514851485153,2111
30,Yes,Two year,Mailed check,21.25,711.9,No,33.501176470588234,2112
33,Yes,One year,Electronic check,59.4,1952.8,No,32.87542087542088,2113
45,Yes,One year,Credit card (automatic),95.0,4368.85,No,45.98789473684211,2114
40,Yes,Month-to-month,Mailed check,61.9,2647.1,No,42.764135702746366,2115
71,Yes,Two year,Electronic check,118.65,8477.6,No,71.4504846186262,2116
1,Yes,Month-to-month,Electronic check,54.35,54.35,Yes,1.0,2117
72,No,Two year,Bank transfer (automatic),64.45,4528.0,No,70.25601241272304,2118
22,Yes,Month-to-month,Electronic check,80.15,1790.65,No,22.341235184029944,2119
46,Yes,One year,Bank transfer (automatic),20.2,845.6,No,41.86138613861387,2120
55,Yes,Two year,Mailed check,21.0,1210.3,No,57.63333333333333,2121
1,Yes,Month-to-month,Mailed check,20.45,20.45,No,1.0,2122
12,Yes,One year,Mailed check,75.85,854.45,No,11.264996704021096,2123
31,Yes,Month-to-month,Electronic check,80.45,2429.1,No,30.19390926041019,2124
5,No,Month-to-month,Electronic check,24.95,100.4,Yes,4.024048096192385,2125
67,Yes,Two year,Electronic check,75.5,5229.45,No,69.26423841059602,2126
1,Yes,Month-to-month,Mailed check,44.45,44.45,No,1.0,2127
40,No,One year,Electronic check,42.35,1716.45,Yes,40.53010625737898,2128
41,Yes,Month-to-month,Credit card (automatic),74.55,3023.55,No,40.55734406438632,2129
1,Yes,Month-to-month,Electronic check,75.3,75.3,Yes,1.0,2130
51,Yes,One year,Electronic check,94.8,4837.6,Yes,51.02953586497891,2131
42,No,Two year,Credit card (automatic),48.15,2032.3,No,42.20768431983385,2132
23,Yes,One year,Mailed check,19.65,436.9,No,22.234096692111958,2133
1,Yes,Month-to-month,Electronic check,70.55,70.55,Yes,1.0,2134
1,Yes,Month-to-month,Mailed check,20.15,20.15,No,1.0,2135
56,Yes,Month-to-month,Credit card (automatic),106.6,5893.95,No,55.29033771106942,2136
15,Yes,Month-to-month,Electronic check,91.0,1430.05,No,15.714835164835165,2137
12,Yes,Two year,Bank transfer (automatic),25.4,313.0,No,12.322834645669293,2138
54,Yes,Two year,Bank transfer (automatic),69.95,3871.85,No,55.35167977126519,2139
7,Yes,Month-to-month,Electronic check,66.85,458.1,No,6.852655198204937,2140
33,Yes,Month-to-month,Credit card (automatic),86.15,2745.7,Yes,31.871154962275096,2141
16,Yes,Month-to-month,Electronic check,20.15,341.35,No,16.940446650124073,2142
21,Yes,One year,Mailed check,64.85,1336.8,No,20.61372397841172,2143
30,Yes,Two year,Electronic check,74.85,2181.75,No,29.148296593186377,2144
3,Yes,Month-to-month,Mailed check,50.5,147.75,No,2.9257425742574257,2145
11,Yes,Month-to-month,Electronic check,72.9,818.45,No,11.227023319615911,2146
62,Yes,One year,Credit card (automatic),115.05,7133.45,No,62.00304215558453,2147
18,Yes,Month-to-month,Electronic check,19.0,348.8,No,18.357894736842105,2148
6,Yes,Month-to-month,Mailed check,19.55,128.6,No,6.578005115089513,2149
46,Yes,One year,Electronic check,101.1,4674.4,No,46.23541048466864,2150
21,Yes,Month-to-month,Electronic check,84.1,1737.45,No,20.65933412604043,2151
68,Yes,Two year,Bank transfer (automatic),24.15,1498.85,No,62.064182194616976,2152
1,Yes,Month-to-month,Electronic check,50.1,50.1,No,1.0,2153
25,Yes,Month-to-month,Electronic check,74.6,1797.75,No,24.0985254691689,2154
24,Yes,Two year,Mailed check,19.75,498.1,No,25.22025316455696,2155
30,Yes,Month-to-month,Electronic check,85.0,2624.25,Yes,30.873529411764707,2156
2,Yes,Month-to-month,Electronic check,80.55,184.1,Yes,2.2855369335816262,2157
51,Yes,One year,Bank transfer (automatic),106.8,5498.8,No,51.48689138576779,2158
57,Yes,Two year,Electronic check,84.5,4845.4,No,57.34201183431952,2159
15,Yes,Two year,Bank transfer (automatic),25.05,369.1,No,14.734530938123752,2160
72,Yes,Two year,Bank transfer (automatic),83.7,6096.9,No,72.84229390681003,2161
2,Yes,Month-to-month,Electronic check,75.8,160.75,Yes,2.120712401055409,2162
28,Yes,Month-to-month,Credit card (automatic),96.6,2684.35,No,27.788302277432713,2163
29,Yes,Month-to-month,Electronic check,98.5,3004.15,Yes,30.498984771573603,2164
70,Yes,Two year,Credit card (automatic),101.1,6994.8,No,69.18694362017804,2165
13,Yes,One year,Mailed check,20.2,273.25,No,13.527227722772277,2166
59,Yes,One year,Electronic check,94.05,5483.9,No,58.30834662413609,2167
13,Yes,Month-to-month,Electronic check,95.25,1233.65,Yes,12.951706036745408,2168
7,Yes,Month-to-month,Mailed check,74.4,527.9,Yes,7.095430107526881,2169
62,Yes,Two year,Mailed check,81.0,4985.9,No,61.554320987654314,2170
21,Yes,One year,Electronic check,60.25,1258.35,No,20.885477178423233,2171
2,Yes,Month-to-month,Electronic check,60.85,111.4,No,1.8307313064913722,2172
1,Yes,Month-to-month,Credit card (automatic),43.95,43.95,No,1.0,2173
4,Yes,Month-to-month,Electronic check,86.05,308.1,No,3.58047646717025,2174
19,Yes,One year,Credit card (automatic),20.25,383.65,No,18.94567901234568,2175
30,Yes,Month-to-month,Electronic check,85.15,2555.9,Yes,30.01644157369348,2176
67,Yes,Two year,Credit card (automatic),19.4,1284.2,No,66.1958762886598,2177
72,Yes,Two year,Credit card (automatic),102.65,7550.3,No,73.55382367267413,2178
53,Yes,Two year,Credit card (automatic),19.9,1110.05,No,55.78140703517588,2179
5,Yes,One year,Electronic check,19.55,99.6,No,5.09462915601023,2180
71,Yes,Two year,Credit card (automatic),95.5,6707.15,No,70.23193717277486,2181
50,Yes,One year,Credit card (automatic),84.15,4164.4,No,49.4878193701723,2182
56,Yes,Two year,Electronic check,103.2,5873.75,No,56.91618217054263,2183
2,Yes,Month-to-month,Credit card (automatic),50.2,109.25,No,2.1762948207171315,2184
2,Yes,Month-to-month,Electronic check,88.55,179.25,Yes,2.024280067758329,2185
24,Yes,Month-to-month,Electronic check,54.75,1338.15,Yes,24.44109589041096,2186
46,Yes,Two year,Credit card (automatic),19.95,862.4,No,43.228070175438596,2187
71,Yes,Two year,Electronic check,116.25,8564.75,No,73.6752688172043,2188
29,No,Month-to-month,Electronic check,31.2,926.2,No,29.685897435897438,2189
69,Yes,Two year,Bank transfer (automatic),24.45,1718.2,No,70.27402862985686,2190
71,Yes,Two year,Credit card (automatic),84.2,5956.85,No,70.74643705463183,2191
1,Yes,Month-to-month,Electronic check,91.3,91.3,Yes,1.0,2192
56,Yes,Two year,Bank transfer (automatic),85.65,4824.45,No,56.32749562171628,2193
56,Yes,One year,Mailed check,21.2,1238.65,No,58.426886792452834,2194
1,Yes,Month-to-month,Electronic check,79.5,79.5,Yes,1.0,2195
28,Yes,One year,Mailed check,25.55,672.2,No,26.309197651663407,2196
19,Yes,Month-to-month,Mailed check,20.2,382.2,No,18.92079207920792,2197
66,Yes,Month-to-month,Electronic check,63.85,4264.6,No,66.79091620986688,2198
17,Yes,One year,Mailed check,61.95,1070.7,No,17.283292978208234,2199
52,Yes,Two year,Mailed check,25.75,1345.85,No,52.266019417475725,2200
19,Yes,One year,Electronic check,58.2,1045.25,No,17.959621993127147,2201
