tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_TotalCharges_Ratio
16,1,Month-to-month,Electronic check,86.6,1281.0,1,0.06760343481654957
18,1,Month-to-month,Electronic check,85.2,1553.9,1,0.0548297831263273
34,1,Month-to-month,Electronic check,97.65,3207.55,1,0.030443796667238236
42,0,One year,Credit card (automatic),45.1,2049.05,0,0.022010199848710377
48,1,One year,Bank transfer (automatic),70.95,3629.2,0,0.019549763033175356
47,1,Month-to-month,Electronic check,109.55,5124.55,1,0.02137748680371935
39,1,One year,Electronic check,89.55,3474.45,1,0.02577386348918534
11,1,Two year,Credit card (automatic),20.9,202.3,0,0.1033119130004943
7,1,Month-to-month,Mailed check,19.95,147.5,0,0.1352542372881356
3,1,Month-to-month,Mailed check,24.6,86.35,0,0.2848870874348582
8,1,Month-to-month,Electronic check,66.7,579.0,0,0.1151986183074266
1,1,Month-to-month,Mailed check,19.45,19.45,1,1.0
32,1,One year,Mailed check,94.8,3131.55,0,0.030272548737845472
60,1,One year,Bank transfer (automatic),65.85,3928.3,0,0.016762976351093348
10,1,Month-to-month,Bank transfer (automatic),19.95,187.75,0,0.10625832223701731
71,1,Two year,Bank transfer (automatic),24.65,1710.15,0,0.014413940297634709
4,1,Month-to-month,Mailed check,20.35,76.35,1,0.26653569089718404
1,1,Month-to-month,Electronic check,69.25,69.25,1,1.0
43,0,One year,Bank transfer (automatic),51.25,2151.6,0,0.023819483175311396
59,1,One year,Bank transfer (automatic),99.5,5961.1,1,0.016691550217241783
23,1,Month-to-month,Electronic check,54.25,1221.55,0,0.04441078957062748
72,1,Two year,Bank transfer (automatic),19.4,1496.45,0,0.012964014835109759
22,1,One year,Credit card (automatic),56.25,1292.2,0,0.04353041324872311
1,0,Month-to-month,Mailed check,25.15,25.15,0,1.0
69,1,Two year,Bank transfer (automatic),23.95,1713.1,0,0.013980503181367112
50,0,One year,Mailed check,35.4,1748.9,0,0.02024129452798902
1,0,Month-to-month,Electronic check,25.2,25.2,1,1.0
2,1,Month-to-month,Mailed check,45.0,96.45,1,0.4665629860031104
15,1,Month-to-month,Bank transfer (automatic),75.35,1114.55,0,0.06760576017226683
31,1,Two year,Bank transfer (automatic),20.4,609.1,0,0.033492037432277126
1,1,Month-to-month,Mailed check,20.15,20.15,1,1.0
66,1,Month-to-month,Credit card (automatic),105.0,7133.25,1,0.014719798128482809
3,1,Month-to-month,Credit card (automatic),54.7,169.45,1,0.3228090882266156
8,1,Two year,Mailed check,20.0,141.6,0,0.14124293785310735
64,1,One year,Credit card (automatic),73.05,4688.65,0,0.01558017766307999
28,1,Month-to-month,Mailed check,20.5,563.05,0,0.0364088446851967
57,1,One year,Credit card (automatic),100.75,5985.0,0,0.01683375104427736
14,1,Month-to-month,Electronic check,87.25,1258.6,1,0.06932305736532655
19,1,Two year,Mailed check,19.95,373.5,0,0.053413654618473895
10,1,Month-to-month,Electronic check,79.95,857.2,1,0.09326878208119459
51,0,Month-to-month,Electronic check,49.65,2553.35,0,0.019445042786926978
67,1,Two year,Mailed check,65.65,4322.85,0,0.015186740229246909
11,1,Month-to-month,Electronic check,20.45,250.8,0,0.08153907496012759
72,0,Two year,Bank transfer (automatic),60.95,4549.05,0,0.013398401864125477
66,1,One year,Electronic check,20.35,1359.5,0,0.014968738506803973
18,1,Month-to-month,Electronic check,88.35,1639.3,1,0.05389495516378942
9,1,Month-to-month,Electronic check,19.5,178.85,0,0.1090299133351971
9,1,Month-to-month,Credit card (automatic),75.2,633.85,0,0.11864005679577187
48,1,Month-to-month,Bank transfer (automatic),111.45,5315.1,0,0.020968561268837838
10,1,Month-to-month,Mailed check,70.15,735.5,0,0.09537729435757988
9,1,Month-to-month,Electronic check,94.75,889.9,1,0.10647263737498595
13,1,Month-to-month,Electronic check,95.05,1290.0,1,0.07368217054263565
4,1,Month-to-month,Electronic check,78.45,330.05,1,0.23769125890016665
4,1,Month-to-month,Electronic check,70.2,237.95,1,0.29501996217692794
72,1,Two year,Bank transfer (automatic),92.0,6474.4,0,0.01420981094773261
51,1,Two year,Credit card (automatic),85.5,4421.95,0,0.019335361096348896
59,0,Month-to-month,Bank transfer (automatic),41.05,2452.7,1,0.016736657561055163
10,1,Month-to-month,Electronic check,85.6,813.85,1,0.10517908705535417
61,1,Month-to-month,Electronic check,82.15,4904.85,0,0.01674872829954025
54,1,One year,Electronic check,84.4,4484.05,0,0.01882227004605212
33,1,Month-to-month,Mailed check,60.9,2033.85,0,0.029943211151264842
27,1,Two year,Bank transfer (automatic),20.25,538.2,0,0.037625418060200665
1,1,Month-to-month,Electronic check,79.2,79.2,1,1.0
23,1,Month-to-month,Mailed check,95.3,2192.9,0,0.04345843403711979
1,1,Month-to-month,Mailed check,19.85,19.85,0,1.0
45,1,Two year,Mailed check,84.35,3858.05,0,0.021863376576249656
39,1,Two year,Bank transfer (automatic),19.85,854.8,0,0.023221806270472628
5,1,One year,Mailed check,70.0,347.4,1,0.20149683362118598
72,1,Two year,Bank transfer (automatic),82.3,5815.15,0,0.014152687376937827
58,1,Month-to-month,Bank transfer (automatic),66.8,3970.4,0,0.01682450130969172
70,0,Two year,Bank transfer (automatic),44.6,3058.15,0,0.014583980511093308
61,1,One year,Bank transfer (automatic),98.45,6145.2,0,0.016020633990757014
2,1,Month-to-month,Mailed check,70.7,129.2,0,0.5472136222910218
46,1,One year,Mailed check,24.95,1165.9,0,0.021399776996311858
1,1,Month-to-month,Bank transfer (automatic),49.95,49.95,1,1.0
22,1,Month-to-month,Electronic check,69.25,1554.0,1,0.04456241956241956
48,1,Two year,Credit card (automatic),102.5,4904.25,0,0.02090023958811235
64,1,Two year,Credit card (automatic),86.55,5632.55,0,0.015366042023594996
72,1,Two year,Bank transfer (automatic),24.3,1643.25,0,0.01478776814240073
12,1,Month-to-month,Credit card (automatic),58.35,740.55,0,0.07879278914320438
34,1,Month-to-month,Electronic check,94.25,3217.55,1,0.029292474087426766
72,1,Two year,Credit card (automatic),68.75,4888.2,0,0.014064481813346427
29,1,Month-to-month,Electronic check,85.8,2440.25,0,0.035160331933203566
33,1,One year,Credit card (automatic),20.1,620.55,0,0.03239062122310854
1,1,Month-to-month,Mailed check,20.35,20.35,0,1.0
62,1,One year,Electronic check,110.8,6840.95,0,0.016196580884233914
41,1,One year,Electronic check,73.0,3001.2,1,0.024323603891776624
64,1,One year,Credit card (automatic),100.05,6254.2,1,0.015997249848102076
4,1,Month-to-month,Credit card (automatic),82.85,319.6,0,0.25923028785982477
24,1,Month-to-month,Electronic check,84.35,1938.05,0,0.04352312891824256
14,1,One year,Mailed check,19.55,294.5,0,0.066383701188455
3,1,Month-to-month,Mailed check,19.95,58.3,0,0.3421955403087479
4,1,Month-to-month,Credit card (automatic),99.8,442.85,1,0.2253584735237665
18,0,Month-to-month,Electronic check,35.0,553.0,1,0.06329113924050633
8,1,Month-to-month,Electronic check,66.25,546.45,0,0.12123707567023514
35,1,Two year,Bank transfer (automatic),23.3,797.1,0,0.02923096223811316
1,1,Month-to-month,Electronic check,76.0,76.0,1,1.0
66,1,Two year,Credit card (automatic),25.3,1673.8,0,0.015115306488230375
8,0,Two year,Mailed check,44.55,343.45,0,0.12971320425098268
71,1,One year,Credit card (automatic),104.1,7412.25,0,0.014044318526763128
43,1,Month-to-month,Bank transfer (automatic),92.55,4039.0,0,0.022914087645456795
2,1,Month-to-month,Electronic check,93.85,170.85,1,0.5493122622183202
29,1,Month-to-month,Bank transfer (automatic),101.45,2948.6,0,0.034406158855049856
15,1,Month-to-month,Electronic check,84.3,1308.4,1,0.06442983797003973
65,1,Two year,Credit card (automatic),94.55,6078.75,0,0.015554184659675098
35,1,Month-to-month,Electronic check,95.5,3418.2,0,0.02793868117722778
64,1,One year,Credit card (automatic),100.3,6603.8,0,0.015188224961385869
58,0,Two year,Credit card (automatic),55.5,3166.9,0,0.017525024471881017
18,1,Month-to-month,Credit card (automatic),49.85,865.75,0,0.05758013283280393
67,1,Month-to-month,Bank transfer (automatic),89.55,6373.1,0,0.014051246646059216
63,1,Two year,Mailed check,19.15,1177.05,0,0.016269487277515822
60,1,Month-to-month,Electronic check,99.8,5985.75,0,0.0166729315457545
9,1,Month-to-month,Credit card (automatic),84.4,732.5,1,0.11522184300341298
70,1,Two year,Credit card (automatic),113.05,7869.05,0,0.014366410176577858
15,1,Month-to-month,Electronic check,101.1,1504.05,1,0.06721851002293806
48,1,One year,Mailed check,19.95,936.7,0,0.02129817444219067
12,1,Month-to-month,Electronic check,74.15,741.4,0,0.10001348799568385
71,1,One year,Electronic check,92.0,6585.2,0,0.013970722225596793
44,1,Month-to-month,Electronic check,73.85,3122.4,0,0.023651678196259285
1,1,Month-to-month,Electronic check,50.45,50.45,1,1.0
45,1,Two year,Mailed check,24.45,1088.25,0,0.022467263955892488
23,1,One year,Credit card (automatic),24.8,615.35,0,0.04030226700251889
43,1,One year,Bank transfer (automatic),64.85,2908.2,0,0.022299016573825735
35,1,Month-to-month,Bank transfer (automatic),20.75,739.9,0,0.028044330314907422
9,1,Month-to-month,Mailed check,68.95,593.85,0,0.11610676096657405
12,1,Month-to-month,Mailed check,99.95,1132.75,1,0.08823659236371661
65,1,Month-to-month,Credit card (automatic),109.4,7227.45,0,0.015136735639817642
2,1,Month-to-month,Electronic check,91.4,193.6,1,0.472107438016529
27,1,Month-to-month,Mailed check,49.0,1291.35,0,0.03794478646377822
40,1,One year,Mailed check,50.25,2023.55,0,0.024832596179980727
5,1,Month-to-month,Credit card (automatic),75.55,349.65,1,0.21607321607321608
8,1,One year,Credit card (automatic),19.9,153.95,0,0.1292627476453394
58,1,One year,Bank transfer (automatic),97.8,5458.8,0,0.017916025500109914
52,1,One year,Electronic check,100.3,5244.45,0,0.019124979740487564
3,1,Month-to-month,Mailed check,55.8,154.55,0,0.36104820446457453
41,1,Two year,Electronic check,111.15,4507.15,0,0.024660816702350714
20,1,Month-to-month,Mailed check,98.55,2031.95,0,0.048500209158689925
1,1,Month-to-month,Electronic check,50.05,50.05,0,1.0
4,1,Month-to-month,Credit card (automatic),80.8,332.45,1,0.24304406677695894
23,1,Month-to-month,Electronic check,20.85,473.9,0,0.043996623760286985
6,1,Month-to-month,Bank transfer (automatic),19.5,106.8,0,0.18258426966292135
8,1,Month-to-month,Mailed check,19.35,152.6,0,0.12680209698558323
18,1,Month-to-month,Mailed check,69.5,1199.4,0,0.057945639486409864
52,0,Month-to-month,Credit card (automatic),48.8,2555.05,0,0.019099430539519773
31,1,Month-to-month,Electronic check,94.5,2979.2,0,0.03171992481203008
29,1,Month-to-month,Mailed check,20.65,654.85,0,0.03153393907001603
36,1,Two year,Credit card (automatic),106.05,3834.4,0,0.02765752138535364
16,1,Month-to-month,Electronic check,100.0,1534.75,1,0.06515719172503665
42,1,One year,Electronic check,108.3,4586.15,0,0.02361457867710389
1,1,Month-to-month,Electronic check,20.55,20.55,1,1.0
60,1,Two year,Electronic check,99.65,5941.05,0,0.016773129328990666
5,1,Month-to-month,Electronic check,85.3,424.15,1,0.20110809855004128
22,1,Month-to-month,Credit card (automatic),95.9,2234.95,0,0.0429092373431173
36,1,One year,Mailed check,20.0,666.75,0,0.029996250468691414
4,1,Month-to-month,Electronic check,70.4,281.0,1,0.2505338078291815
9,1,Month-to-month,Mailed check,64.95,547.8,0,0.11856516976998906
1,1,Month-to-month,Credit card (automatic),74.6,74.6,0,1.0
12,1,Month-to-month,Electronic check,49.2,571.15,0,0.08614199422218333
23,1,One year,Mailed check,73.75,1756.6,0,0.04198451554138677
62,1,One year,Bank transfer (automatic),92.3,5731.45,0,0.01610412722783938
37,1,Month-to-month,Bank transfer (automatic),98.8,3475.55,1,0.02842715541425098
8,1,Month-to-month,Mailed check,19.2,156.85,0,0.1224099458080969
31,1,Month-to-month,Credit card (automatic),88.65,2683.2,0,0.033038908765652956
13,1,Month-to-month,Credit card (automatic),74.4,896.75,1,0.0829662670755506
24,1,Month-to-month,Electronic check,98.75,2407.3,1,0.04102106093964192
45,1,Month-to-month,Bank transfer (automatic),95.95,4456.65,0,0.0215296242693503
69,1,Two year,Credit card (automatic),105.4,6998.95,0,0.015059401767407969
2,1,Month-to-month,Mailed check,20.25,36.8,0,0.5502717391304348
61,1,One year,Electronic check,106.0,6547.7,1,0.016188890755532478
41,1,Month-to-month,Electronic check,104.7,4346.4,1,0.024088901159580345
44,0,One year,Electronic check,49.05,2265.0,0,0.021655629139072846
39,0,One year,Mailed check,35.55,1309.15,0,0.027155024252377494
72,0,Two year,Credit card (automatic),65.1,4754.3,0,0.01369286750941253
13,1,Month-to-month,Electronic check,96.85,1235.55,0,0.07838614382258913
51,1,One year,Credit card (automatic),69.75,3562.5,0,0.019578947368421053
71,1,Two year,Electronic check,99.2,7213.75,0,0.013751516201698146
22,1,Month-to-month,Electronic check,96.7,2082.95,1,0.046424542115749305
2,1,Month-to-month,Credit card (automatic),55.05,102.75,1,0.5357664233576642
56,1,One year,Electronic check,106.8,5914.4,0,0.01805762207493575
1,1,Month-to-month,Mailed check,51.25,51.25,0,1.0
23,1,One year,Mailed check,57.75,1282.85,0,0.045016954437385515
66,1,One year,Bank transfer (automatic),70.85,4738.85,0,0.014950884708315307
1,1,Month-to-month,Mailed check,19.55,19.55,0,1.0
19,1,Month-to-month,Electronic check,88.2,1775.8,1,0.04966775537785787
11,1,Month-to-month,Bank transfer (automatic),79.5,795.65,0,0.09991830578772073
8,1,One year,Mailed check,19.75,145.0,1,0.13620689655172413
52,1,Month-to-month,Bank transfer (automatic),98.15,4993.4,0,0.01965594584852005
3,1,Month-to-month,Electronic check,20.25,61.45,0,0.3295362082994304
51,1,Month-to-month,Bank transfer (automatic),79.15,4018.55,0,0.01969615906234836
15,1,Month-to-month,Electronic check,75.65,1146.65,1,0.06597479614529281
64,1,Month-to-month,Electronic check,94.25,6081.4,0,0.01549807610089782
37,0,Month-to-month,Credit card (automatic),40.2,1478.85,0,0.027183284308753428
13,1,Two year,Mailed check,19.95,243.65,0,0.08187974553663041
49,1,One year,Electronic check,55.35,2633.95,0,0.02101406632624006
45,1,One year,Bank transfer (automatic),102.15,4735.35,0,0.02157179511546137
18,1,Month-to-month,Electronic check,71.1,1247.75,0,0.056982568623522335
1,1,Month-to-month,Electronic check,74.7,74.7,1,1.0
68,0,Two year,Bank transfer (automatic),54.1,3794.5,0,0.014257477928580842
54,1,Two year,Credit card (automatic),19.65,1008.7,0,0.019480519480519477
23,1,Month-to-month,Bank transfer (automatic),88.45,2130.55,0,0.04151510173429396
17,1,Month-to-month,Electronic check,76.65,1313.55,1,0.05835331734612311
71,1,Two year,Credit card (automatic),80.4,5727.15,0,0.014038396060867974
67,1,Two year,Bank transfer (automatic),19.25,1372.9,0,0.01402141452400029
14,1,Month-to-month,Electronic check,84.8,1203.9,0,0.07043774399867098
1,0,Month-to-month,Mailed check,25.8,25.8,1,1.0
63,1,Two year,Credit card (automatic),19.5,1215.1,0,0.016048061887910463
41,1,One year,Electronic check,68.6,2877.05,0,0.023843867850749895
17,1,Month-to-month,Electronic check,92.6,1579.7,0,0.058618725074381206
56,1,One year,Electronic check,100.55,5514.95,0,0.018232259585309024
5,1,Month-to-month,Credit card (automatic),20.55,96.1,0,0.2138397502601457
2,0,Month-to-month,Electronic check,42.6,72.4,1,0.5883977900552486
3,1,Month-to-month,Mailed check,19.6,55.25,0,0.3547511312217195
37,1,One year,Electronic check,67.45,2443.3,0,0.027606106495313715
29,1,Month-to-month,Bank transfer (automatic),68.85,1970.5,1,0.03494037046434915
8,1,Month-to-month,Mailed check,43.55,335.4,0,0.1298449612403101
63,1,Month-to-month,Credit card (automatic),109.85,7002.95,0,0.01568624651039919
7,1,Month-to-month,Mailed check,20.65,158.95,0,0.1299150676313306
3,1,Month-to-month,Electronic check,95.4,293.15,0,0.32543066689408157
72,1,Two year,Bank transfer (automatic),21.0,1493.75,0,0.01405857740585774
19,1,Month-to-month,Electronic check,56.2,1093.4,0,0.05139930492043168
59,1,Two year,Bank transfer (automatic),18.4,1057.85,0,0.017393770383324667
2,1,Month-to-month,Credit card (automatic),90.0,190.05,1,0.473559589581689
35,1,Month-to-month,Electronic check,25.75,882.55,0,0.029176817177497028
14,1,Month-to-month,Credit card (automatic),19.6,300.4,0,0.0652463382157124
14,1,Month-to-month,Electronic check,75.35,1025.95,1,0.07344412495735658
69,1,Two year,Credit card (automatic),19.8,1436.95,0,0.013779185079508682
7,1,Month-to-month,Electronic check,64.2,475.0,0,0.13515789473684212
69,1,Two year,Bank transfer (automatic),75.75,5388.15,0,0.014058628657331367
72,1,Two year,Electronic check,78.95,5730.15,0,0.013777998830746142
8,1,Month-to-month,Electronic check,100.85,819.55,1,0.12305533524495149
4,1,Month-to-month,Electronic check,50.3,217.1,0,0.23169046522339934
63,1,Month-to-month,Credit card (automatic),80.3,4896.35,0,0.016399971407272763
72,1,Two year,Bank transfer (automatic),19.85,1434.1,0,0.013841433651767661
46,1,Two year,Electronic check,21.1,937.1,0,0.022516273610073634
5,1,Month-to-month,Electronic check,69.95,330.15,1,0.21187339088293203
30,1,Month-to-month,Mailed check,50.0,1474.9,0,0.03390060343074106
63,1,Two year,Bank transfer (automatic),104.75,6536.5,0,0.016025395854050332
60,1,Two year,Bank transfer (automatic),19.85,1128.1,0,0.01759595780515912
63,1,One year,Electronic check,107.5,6873.75,1,0.01563920712856883
25,1,Month-to-month,Electronic check,85.9,2199.05,0,0.03906232236647643
1,1,Month-to-month,Mailed check,45.85,45.85,1,1.0
6,1,Month-to-month,Electronic check,80.8,457.1,0,0.17676657186611244
22,1,Two year,Mailed check,25.25,566.5,0,0.04457193292144748
31,1,Two year,Bank transfer (automatic),80.55,2471.6,0,0.032590224955494414
39,1,Month-to-month,Bank transfer (automatic),81.5,3107.3,0,0.026228558555659254
26,1,Month-to-month,Mailed check,20.9,518.3,0,0.040324136600424464
53,1,One year,Bank transfer (automatic),106.1,5769.75,1,0.01838901165561766
1,1,Month-to-month,Electronic check,91.7,91.7,1,1.0
12,1,Month-to-month,Electronic check,67.25,832.3,0,0.08080019223837559
16,1,Month-to-month,Credit card (automatic),95.6,1555.65,1,0.061453411757143306
2,1,Month-to-month,Mailed check,20.35,45.3,0,0.44922737306843274
39,0,One year,Bank transfer (automatic),45.05,1790.6,0,0.025159164525857255
1,1,Month-to-month,Electronic check,74.95,74.95,1,1.0
7,0,Month-to-month,Mailed check,34.65,246.6,0,0.14051094890510948
4,1,Month-to-month,Electronic check,69.35,261.65,0,0.26504872921842154
10,1,Month-to-month,Electronic check,95.35,898.35,1,0.10613903267100795
55,1,Month-to-month,Electronic check,81.55,4509.5,0,0.018084044794323094
